temp,vibration,rpm,overall_status
62,0.87,346,NORMAL
68,0.43,325,NORMAL
48,0.5,289,NORMAL
84,0.66,312,NORMAL
75,0.3,310,NORMAL
59,0.65,322,NORMAL
57,1.06,255,NORMAL
56,0.77,291,CRITICAL
63,1.07,345,WARNING
80,0.29,349,NORMAL
73,0.27,262,CRITICAL
68,0.25,313,WARNING
68,0.24,309,CRITICAL
51,1.08,341,NORMAL
70,0.54,341,NORMAL
73,0.49,300,WARNING
48,0.45,347,NORMAL
59,0.89,269,NORMAL
56,0.82,310,NORMAL
37,0.49,278,NORMAL
71,1.09,317,NORMAL
59,0.57,277,NORMAL
53,1.08,307,NORMAL
84,0.46,261,NORMAL
51,0.55,306,NORMAL
42,0.38,325,NORMAL
37,0.62,316,NORMAL
53,1.0,325,CRITICAL
42,0.56,288,NORMAL
64,1.03,301,WARNING
71,0.24,323,NORMAL
59,0.35,272,NORMAL
75,0.5,275,CRITICAL
44,0.94,279,WARNING
78,1.02,286,NORMAL
53,0.31,267,NORMAL
71,1.13,300,NORMAL
74,0.52,336,NORMAL
61,0.39,290,WARNING
64,0.82,284,NORMAL
76,0.94,302,NORMAL
46,1.16,272,NORMAL
53,0.86,339,NORMAL
50,0.42,312,WARNING
81,0.93,268,CRITICAL
84,0.94,268,WARNING
48,0.25,345,NORMAL
63,1.16,332,NORMAL
73,0.45,302,NORMAL
77,0.55,324,NORMAL
61,0.67,314,NORMAL
64,0.94,273,NORMAL
37,0.21,310,WARNING
46,0.45,276,WARNING
78,0.88,258,NORMAL
41,0.53,298,CRITICAL
84,0.56,292,NORMAL
40,1.0,252,NORMAL
67,0.89,266,NORMAL
56,0.65,256,NORMAL
59,1.07,294,NORMAL
57,0.8,329,NORMAL
38,0.23,267,WARNING
71,0.49,279,NORMAL
74,0.67,340,NORMAL
80,1.11,250,NORMAL
71,0.86,318,CRITICAL
73,0.33,253,NORMAL
63,0.84,292,WARNING
45,0.37,345,NORMAL
83,0.88,279,NORMAL
73,0.99,313,NORMAL
63,0.32,287,CRITICAL
48,0.34,267,CRITICAL
67,0.79,346,CRITICAL
45,0.86,346,NORMAL
45,0.92,345,NORMAL
85,1.05,288,NORMAL
74,1.11,250,NORMAL
84,0.9,282,CRITICAL
51,0.79,311,WARNING
35,0.21,289,NORMAL
38,0.83,278,NORMAL
63,0.42,346,NORMAL
76,1.12,274,NORMAL
67,0.62,323,WARNING
41,1.11,275,CRITICAL
41,0.42,263,NORMAL
75,0.62,254,NORMAL
51,1.16,332,NORMAL
81,0.84,319,NORMAL
77,0.98,281,NORMAL
42,0.82,253,NORMAL
64,0.84,326,WARNING
85,1.14,305,NORMAL
56,0.49,281,WARNING
64,0.74,318,NORMAL
65,1.18,268,NORMAL
69,1.03,254,NORMAL
83,0.89,292,WARNING
44,0.5,260,NORMAL
81,0.92,340,NORMAL
58,1.18,281,NORMAL
69,1.05,275,NORMAL
52,1.02,273,NORMAL
41,0.87,305,NORMAL
37,0.79,348,NORMAL
85,0.21,262,NORMAL
67,0.48,260,CRITICAL
42,0.64,331,NORMAL
81,0.63,313,NORMAL
81,1.1,320,CRITICAL
63,0.37,273,WARNING
59,1.06,316,NORMAL
52,1.1,324,NORMAL
80,0.79,268,CRITICAL
61,0.75,279,NORMAL
79,0.78,257,NORMAL
67,0.59,304,WARNING
77,1.01,279,NORMAL
63,0.67,310,NORMAL
61,0.95,290,WARNING
78,1.19,327,NORMAL
77,0.68,250,NORMAL
36,0.65,298,NORMAL
57,0.25,286,WARNING
40,0.6,346,NORMAL
59,0.93,340,CRITICAL
44,0.75,313,NORMAL
50,0.35,318,NORMAL
63,1.1,304,NORMAL
63,0.48,317,NORMAL
57,0.69,328,NORMAL
69,0.59,317,NORMAL
69,1.16,286,NORMAL
81,0.29,266,NORMAL
64,0.58,265,NORMAL
42,1.03,317,NORMAL
45,0.51,258,WARNING
67,0.21,305,NORMAL
60,0.97,297,NORMAL
76,0.21,262,NORMAL
73,0.34,295,NORMAL
67,0.52,261,CRITICAL
68,0.98,295,NORMAL
77,0.85,327,NORMAL
76,0.57,327,WARNING
52,0.35,342,NORMAL
47,0.69,304,NORMAL
46,0.34,312,WARNING
82,1.14,313,NORMAL
52,0.35,256,NORMAL
41,0.62,335,NORMAL
76,0.29,283,WARNING
63,0.66,267,NORMAL
64,0.42,328,CRITICAL
68,0.23,307,CRITICAL
42,1.15,256,NORMAL
63,1.17,271,NORMAL
83,0.53,292,NORMAL
35,0.55,294,NORMAL
74,0.96,334,NORMAL
36,0.26,288,NORMAL
64,0.61,298,NORMAL
85,0.81,329,CRITICAL
37,0.67,300,NORMAL
44,0.86,309,WARNING
79,1.14,261,NORMAL
73,0.38,342,WARNING
65,0.87,305,WARNING
59,1.06,277,CRITICAL
40,0.29,308,CRITICAL
45,1.06,253,NORMAL
61,1.13,336,WARNING
65,0.61,281,NORMAL
35,1.0,255,WARNING
41,1.03,261,NORMAL
37,0.45,328,WARNING
75,0.67,289,NORMAL
54,0.84,331,NORMAL
73,0.7,302,NORMAL
84,0.74,270,NORMAL
67,0.71,301,NORMAL
36,0.67,303,NORMAL
55,0.5,283,NORMAL
65,0.84,257,NORMAL
78,1.08,260,NORMAL
63,0.94,266,WARNING
57,0.91,333,CRITICAL
61,0.58,308,NORMAL
83,0.83,327,NORMAL
54,0.76,264,NORMAL
65,1.2,325,NORMAL
77,0.2,342,NORMAL
59,0.91,291,NORMAL
72,0.3,284,CRITICAL
45,0.73,278,NORMAL
57,0.81,322,NORMAL
81,0.37,331,CRITICAL
62,0.99,310,NORMAL
81,0.57,293,NORMAL
66,0.52,312,NORMAL
62,0.86,338,NORMAL
72,0.81,269,NORMAL
45,0.48,251,NORMAL
50,0.79,347,WARNING
67,0.97,281,NORMAL
73,0.55,296,NORMAL
54,0.33,327,NORMAL
66,0.33,260,WARNING
50,0.91,319,CRITICAL
48,0.38,252,WARNING
79,0.37,310,NORMAL
55,0.45,261,CRITICAL
80,0.21,320,WARNING
47,0.93,346,NORMAL
46,0.66,333,NORMAL
85,0.85,342,NORMAL
75,0.64,268,NORMAL
73,0.51,347,NORMAL
81,0.7,261,NORMAL
63,1.19,255,NORMAL
69,1.02,328,CRITICAL
50,0.69,250,CRITICAL
79,0.97,321,CRITICAL
61,0.62,339,NORMAL
52,0.95,295,NORMAL
73,0.92,290,NORMAL
46,0.28,272,NORMAL
85,0.86,324,WARNING
52,0.83,310,NORMAL
40,1.05,327,WARNING
54,0.69,314,NORMAL
36,0.86,266,WARNING
35,0.79,299,NORMAL
71,0.5,256,WARNING
45,0.27,332,NORMAL
59,0.42,270,CRITICAL
58,0.9,271,WARNING
35,0.28,305,NORMAL
39,0.36,303,WARNING
63,0.44,302,NORMAL
38,1.05,253,WARNING
84,0.94,323,WARNING
59,0.42,265,NORMAL
69,0.53,291,NORMAL
69,0.78,324,NORMAL
49,0.9,276,NORMAL
57,0.58,269,NORMAL
77,0.7,300,NORMAL
55,1.0,291,WARNING
54,0.53,337,NORMAL
37,0.69,271,WARNING
76,0.46,287,CRITICAL
47,0.25,297,NORMAL
56,0.39,298,WARNING
55,0.3,337,NORMAL
85,1.16,349,WARNING
83,0.34,313,CRITICAL
63,0.77,267,NORMAL
58,0.72,263,NORMAL
79,0.38,320,NORMAL
57,0.96,348,NORMAL
54,0.45,326,NORMAL
67,0.99,288,NORMAL
39,0.94,259,WARNING
42,0.37,347,CRITICAL
46,1.1,260,NORMAL
75,0.56,322,NORMAL
42,1.14,309,NORMAL
42,0.49,263,CRITICAL
49,0.24,273,NORMAL
54,0.66,287,NORMAL
45,0.91,261,NORMAL
74,0.66,292,NORMAL
61,0.56,318,NORMAL
56,0.6,270,NORMAL
36,0.66,329,NORMAL
63,0.51,347,WARNING
35,0.2,342,NORMAL
55,0.36,314,NORMAL
44,0.45,288,NORMAL
58,1.1,319,NORMAL
69,0.83,329,NORMAL
38,1.04,252,NORMAL
54,0.24,346,NORMAL
55,0.81,311,NORMAL
81,0.25,286,NORMAL
55,0.46,293,NORMAL
46,0.63,293,WARNING
79,1.14,302,NORMAL
58,0.69,320,NORMAL
79,0.62,271,NORMAL
75,1.16,262,NORMAL
70,0.47,343,CRITICAL
83,0.44,263,NORMAL
77,1.0,306,NORMAL
74,0.71,289,NORMAL
82,0.92,340,WARNING
65,0.99,308,WARNING
76,1.06,265,NORMAL
63,0.56,292,NORMAL
51,1.01,334,WARNING
54,0.35,274,NORMAL
48,1.16,345,NORMAL
42,0.69,306,WARNING
38,0.83,279,CRITICAL
37,0.88,300,NORMAL
65,0.46,261,NORMAL
38,0.35,275,CRITICAL
52,0.92,265,NORMAL
62,0.98,318,NORMAL
56,0.73,304,CRITICAL
46,0.62,262,WARNING
69,1.09,278,NORMAL
51,1.02,298,NORMAL
47,0.99,272,NORMAL
41,1.15,321,NORMAL
50,0.34,304,WARNING
48,0.69,279,CRITICAL
64,0.6,266,NORMAL
76,0.72,282,NORMAL
50,0.57,340,NORMAL
68,0.94,332,NORMAL
73,0.57,343,WARNING
75,0.5,343,NORMAL
59,0.77,302,NORMAL
37,0.37,349,NORMAL
66,0.94,285,CRITICAL
73,0.87,314,NORMAL
61,0.76,311,WARNING
62,0.84,292,NORMAL
67,0.55,252,NORMAL
55,0.81,332,NORMAL
82,0.21,256,NORMAL
80,0.28,284,NORMAL
84,0.67,285,WARNING
38,0.6,323,NORMAL
74,0.69,317,NORMAL
61,0.61,254,CRITICAL
36,0.65,349,NORMAL
53,0.62,337,NORMAL
53,0.36,317,NORMAL
77,0.56,316,NORMAL
73,0.68,336,NORMAL
64,0.73,327,NORMAL
55,1.1,261,WARNING
45,0.7,258,NORMAL
38,0.63,304,CRITICAL
66,0.73,310,NORMAL
80,0.67,298,NORMAL
77,1.05,327,NORMAL
59,0.46,328,NORMAL
49,1.01,274,NORMAL
55,0.34,292,NORMAL
77,0.97,329,NORMAL
83,1.13,259,NORMAL
50,1.16,331,NORMAL
85,0.99,325,NORMAL
37,0.38,285,NORMAL
59,0.32,306,NORMAL
83,0.5,294,NORMAL
52,1.09,280,NORMAL
76,1.01,257,NORMAL
66,0.46,275,NORMAL
48,0.81,268,NORMAL
62,0.51,272,NORMAL
73,1.05,254,NORMAL
73,0.79,291,NORMAL
55,0.33,330,NORMAL
58,0.63,289,NORMAL
38,0.22,277,CRITICAL
79,0.74,326,WARNING
51,0.53,330,NORMAL
59,0.46,302,NORMAL
80,0.36,265,NORMAL
43,0.25,334,NORMAL
70,1.01,268,NORMAL
83,0.31,274,NORMAL
84,0.47,316,NORMAL
60,0.3,317,CRITICAL
83,0.32,262,WARNING
72,0.69,262,CRITICAL
58,0.42,263,NORMAL
78,0.27,315,NORMAL
82,0.49,262,NORMAL
79,0.91,315,NORMAL
75,0.49,335,NORMAL
42,1.16,321,NORMAL
85,0.33,294,WARNING
62,0.39,319,NORMAL
63,1.14,293,CRITICAL
81,0.39,273,CRITICAL
54,0.92,276,NORMAL
51,0.33,253,WARNING
57,0.66,304,NORMAL
56,0.89,251,WARNING
57,0.38,323,CRITICAL
57,0.9,328,NORMAL
48,0.56,317,NORMAL
57,0.82,273,NORMAL
84,1.03,332,NORMAL
55,0.85,283,NORMAL
35,0.64,274,NORMAL
44,1.06,288,WARNING
60,0.92,315,NORMAL
46,0.73,350,NORMAL
54,0.98,279,NORMAL
35,0.83,324,NORMAL
69,1.2,259,NORMAL
80,1.09,346,NORMAL
56,1.16,259,NORMAL
37,0.46,303,NORMAL
72,0.93,335,WARNING
60,0.47,340,NORMAL
72,0.72,296,WARNING
79,0.57,304,CRITICAL
72,0.26,325,NORMAL
63,1.16,339,NORMAL
48,0.59,275,NORMAL
35,1.17,293,WARNING
35,0.62,328,NORMAL
46,0.33,325,NORMAL
75,0.37,336,NORMAL
79,0.6,328,NORMAL
61,1.1,294,NORMAL
49,1.13,347,NORMAL
56,0.72,275,WARNING
80,0.36,265,NORMAL
50,1.02,306,NORMAL
42,1.14,250,NORMAL
46,0.81,284,NORMAL
70,0.25,346,NORMAL
64,0.87,333,NORMAL
35,0.8,328,NORMAL
59,0.58,324,NORMAL
65,0.65,330,NORMAL
77,0.84,266,WARNING
41,0.48,265,NORMAL
61,0.54,277,NORMAL
61,0.43,299,NORMAL
57,0.56,309,NORMAL
67,1.06,270,NORMAL
44,0.25,276,CRITICAL
58,0.9,327,NORMAL
37,0.58,274,NORMAL
62,0.21,312,NORMAL
58,0.21,267,NORMAL
57,0.99,274,NORMAL
56,0.21,271,NORMAL
44,0.84,307,WARNING
62,0.76,336,WARNING
36,0.33,296,NORMAL
40,0.85,317,NORMAL
71,0.91,256,NORMAL
85,0.54,303,NORMAL
51,0.7,291,NORMAL
37,0.77,348,NORMAL
56,0.82,327,NORMAL
48,0.31,270,CRITICAL
73,1.09,339,WARNING
39,0.48,288,NORMAL
48,0.59,293,NORMAL
45,0.21,328,CRITICAL
53,0.49,295,NORMAL
54,0.36,316,NORMAL
82,0.72,263,NORMAL
67,0.89,287,CRITICAL
82,1.11,328,NORMAL
82,0.88,306,NORMAL
42,1.16,267,NORMAL
41,0.63,250,NORMAL
37,1.13,342,NORMAL
67,0.73,330,WARNING
70,0.34,280,NORMAL
38,1.08,292,WARNING
74,0.35,340,NORMAL
78,0.6,266,CRITICAL
74,0.89,290,NORMAL
48,0.34,284,NORMAL
83,0.88,295,WARNING
58,0.24,347,NORMAL
56,0.43,272,WARNING
85,1.06,332,NORMAL
47,0.92,341,CRITICAL
56,0.2,318,CRITICAL
77,0.47,308,WARNING
36,0.55,309,NORMAL
61,0.36,276,NORMAL
69,0.7,317,NORMAL
57,0.51,286,NORMAL
46,0.39,278,NORMAL
63,0.91,268,NORMAL
73,1.04,300,NORMAL
57,1.12,316,NORMAL
84,0.23,348,NORMAL
36,0.38,301,NORMAL
36,1.19,262,NORMAL
69,0.73,333,NORMAL
77,0.32,322,NORMAL
59,0.35,350,NORMAL
46,1.2,323,NORMAL
57,1.19,303,NORMAL
75,0.59,279,NORMAL
75,0.97,266,NORMAL
59,0.35,327,NORMAL
70,0.85,330,NORMAL
63,1.13,290,NORMAL
60,0.97,303,WARNING
61,0.38,261,WARNING
54,1.06,292,NORMAL
48,0.3,291,NORMAL
75,0.38,253,NORMAL
77,0.87,300,NORMAL
42,0.25,297,WARNING
71,0.7,284,NORMAL
75,1.09,325,NORMAL
78,0.41,322,WARNING
42,1.02,265,NORMAL
56,1.2,319,NORMAL
52,0.96,263,NORMAL
53,1.08,347,NORMAL
50,0.5,275,NORMAL
77,1.08,291,NORMAL
61,0.75,254,WARNING
66,0.36,341,NORMAL
77,0.97,285,NORMAL
67,0.37,258,NORMAL
41,0.92,339,NORMAL
63,0.68,278,NORMAL
35,0.86,289,NORMAL
51,0.21,314,NORMAL
40,0.89,323,NORMAL
35,0.83,305,WARNING
54,0.72,350,NORMAL
68,0.52,272,NORMAL
61,0.5,298,NORMAL
75,0.75,325,NORMAL
73,0.84,316,NORMAL
39,0.55,298,WARNING
70,1.19,340,CRITICAL
37,0.98,350,WARNING
60,0.46,277,WARNING
75,0.61,304,WARNING
82,0.24,321,NORMAL
61,0.51,283,NORMAL
76,0.48,294,NORMAL
46,1.11,342,NORMAL
55,0.74,306,NORMAL
49,0.98,282,NORMAL
78,0.77,303,NORMAL
75,0.55,342,NORMAL
47,0.9,281,NORMAL
62,0.25,308,NORMAL
38,0.23,259,NORMAL
37,0.3,276,NORMAL
68,0.42,295,NORMAL
37,1.03,340,NORMAL
36,0.87,260,CRITICAL
59,0.4,305,CRITICAL
43,0.59,339,WARNING
77,0.24,308,NORMAL
41,0.98,311,NORMAL
40,0.31,340,NORMAL
53,0.58,340,NORMAL
60,1.08,320,NORMAL
42,0.44,271,NORMAL
46,0.4,333,NORMAL
72,1.04,279,NORMAL
50,0.36,302,NORMAL
40,0.98,326,NORMAL
47,0.56,340,CRITICAL
57,0.55,331,NORMAL
60,0.77,302,NORMAL
35,1.07,261,NORMAL
41,0.23,274,WARNING
64,1.15,257,NORMAL
62,0.22,315,NORMAL
64,1.12,279,NORMAL
69,0.51,263,NORMAL
75,0.67,310,NORMAL
79,0.71,306,NORMAL
72,0.66,276,NORMAL
60,0.64,344,NORMAL
78,1.18,294,NORMAL
78,0.8,338,NORMAL
67,0.29,301,NORMAL
36,0.27,253,NORMAL
64,1.13,346,NORMAL
44,0.56,282,NORMAL
71,0.23,274,NORMAL
44,0.67,302,WARNING
45,1.09,331,NORMAL
72,0.53,308,WARNING
53,0.67,296,NORMAL
55,1.05,311,NORMAL
65,1.08,270,NORMAL
78,0.35,324,WARNING
47,0.23,299,NORMAL
66,0.56,283,WARNING
61,0.4,349,NORMAL
75,1.19,285,NORMAL
83,0.51,254,NORMAL
53,0.52,303,NORMAL
68,0.24,315,NORMAL
41,0.48,250,CRITICAL
61,0.29,305,NORMAL
39,0.65,316,NORMAL
63,0.46,294,NORMAL
41,0.75,344,NORMAL
38,0.79,348,NORMAL
65,1.17,290,NORMAL
62,0.6,279,NORMAL
65,0.52,253,NORMAL
84,0.68,287,WARNING
77,0.46,336,WARNING
63,1.16,347,NORMAL
51,1.08,338,WARNING
60,0.23,298,NORMAL
39,0.55,257,NORMAL
53,0.37,329,CRITICAL
38,0.56,281,NORMAL
65,0.72,314,WARNING
79,0.22,275,NORMAL
55,0.6,262,NORMAL
85,0.2,300,WARNING
68,0.73,262,WARNING
84,0.72,266,NORMAL
77,1.08,346,CRITICAL
36,0.84,347,NORMAL
57,0.59,343,NORMAL
69,0.79,346,NORMAL
39,0.84,315,NORMAL
59,0.4,336,NORMAL
52,1.16,299,NORMAL
52,0.96,308,NORMAL
58,0.72,346,NORMAL
64,0.61,319,CRITICAL
53,1.14,306,NORMAL
79,0.37,301,NORMAL
79,0.83,341,NORMAL
69,0.33,275,CRITICAL
58,0.77,349,NORMAL
44,0.29,275,NORMAL
60,0.72,296,NORMAL
40,1.09,319,NORMAL
59,0.51,277,NORMAL
55,0.74,314,NORMAL
52,0.3,321,NORMAL
70,1.02,288,NORMAL
68,1.07,282,NORMAL
64,0.86,335,WARNING
83,0.98,256,NORMAL
79,0.71,329,NORMAL
43,1.14,347,NORMAL
38,0.83,277,NORMAL
39,0.88,337,WARNING
65,1.14,287,WARNING
71,1.01,282,NORMAL
46,0.45,263,NORMAL
66,0.54,301,NORMAL
43,0.35,304,WARNING
72,0.36,331,NORMAL
52,0.44,267,NORMAL
45,1.14,261,NORMAL
76,1.11,273,NORMAL
66,0.37,270,WARNING
83,0.51,294,NORMAL
69,0.42,308,WARNING
75,0.5,278,NORMAL
55,1.0,311,WARNING
48,0.95,265,NORMAL
59,0.51,290,NORMAL
73,0.73,279,NORMAL
60,0.73,321,NORMAL
62,1.19,259,WARNING
58,0.65,252,NORMAL
68,0.85,319,NORMAL
59,1.11,272,CRITICAL
70,0.56,319,NORMAL
59,0.73,278,NORMAL
82,1.03,350,NORMAL
57,0.62,258,NORMAL
50,0.29,290,NORMAL
53,0.34,310,NORMAL
66,0.51,327,NORMAL
58,0.38,316,CRITICAL
77,0.95,256,WARNING
66,0.85,300,WARNING
80,0.82,344,WARNING
53,0.49,312,WARNING
52,0.99,268,NORMAL
47,1.13,279,NORMAL
67,1.06,304,NORMAL
70,0.89,300,NORMAL
52,0.84,272,NORMAL
84,0.82,300,NORMAL
76,0.52,337,NORMAL
58,1.16,309,NORMAL
42,1.19,347,NORMAL
83,0.82,338,WARNING
60,1.06,320,NORMAL
42,1.14,344,NORMAL
36,0.92,294,NORMAL
57,0.57,277,CRITICAL
39,1.06,251,NORMAL
81,1.09,333,NORMAL
64,0.24,264,NORMAL
76,0.3,268,NORMAL
77,0.96,321,NORMAL
49,0.39,314,NORMAL
60,0.72,304,NORMAL
42,0.27,326,WARNING
66,0.59,332,NORMAL
55,0.3,289,NORMAL
36,0.21,336,NORMAL
53,1.08,349,WARNING
41,0.94,313,NORMAL
48,1.09,303,CRITICAL
75,0.63,313,NORMAL
61,1.2,331,CRITICAL
69,0.86,340,NORMAL
60,0.87,343,NORMAL
47,0.3,348,NORMAL
59,0.59,257,NORMAL
48,0.29,327,WARNING
36,0.53,313,NORMAL
35,0.35,263,NORMAL
63,1.09,335,CRITICAL
37,0.22,250,NORMAL
63,0.64,312,NORMAL
62,0.36,257,CRITICAL
54,0.81,327,NORMAL
41,0.56,321,NORMAL
48,0.87,254,NORMAL
54,0.72,303,WARNING
47,1.09,332,CRITICAL
84,0.37,272,CRITICAL
40,1.0,275,WARNING
38,0.38,284,NORMAL
82,0.98,290,WARNING
84,0.2,292,NORMAL
55,0.62,341,NORMAL
36,0.99,298,NORMAL
71,1.1,344,CRITICAL
79,0.49,335,NORMAL
74,0.44,294,NORMAL
79,1.02,350,NORMAL
65,0.85,278,NORMAL
38,0.72,328,NORMAL
45,0.64,299,NORMAL
69,0.9,320,NORMAL
42,0.93,259,WARNING
40,1.14,285,WARNING
57,0.66,332,NORMAL
68,1.14,315,NORMAL
60,0.96,250,CRITICAL
35,0.51,282,NORMAL
56,1.19,279,NORMAL
40,0.58,342,NORMAL
62,1.1,345,WARNING
70,0.47,347,NORMAL
78,1.15,308,NORMAL
80,0.4,252,NORMAL
36,0.71,312,NORMAL
56,1.09,276,NORMAL
40,0.35,288,NORMAL
50,0.34,329,CRITICAL
55,0.81,333,NORMAL
57,0.71,283,NORMAL
61,0.46,280,CRITICAL
45,0.54,293,NORMAL
85,0.67,286,NORMAL
75,0.24,309,NORMAL
40,0.83,310,NORMAL
44,0.82,336,NORMAL
44,1.08,280,CRITICAL
52,1.13,324,NORMAL
35,1.09,302,NORMAL
35,0.6,310,NORMAL
76,0.43,253,CRITICAL
50,0.4,306,NORMAL
74,0.73,263,NORMAL
55,0.74,284,NORMAL
73,0.34,275,NORMAL
67,0.42,329,NORMAL
42,0.3,318,NORMAL
39,0.93,289,NORMAL
82,0.44,314,NORMAL
48,0.98,310,NORMAL
41,0.31,322,NORMAL
59,0.21,253,WARNING
77,0.31,341,WARNING
81,0.85,295,NORMAL
45,0.25,257,NORMAL
74,1.0,327,WARNING
82,0.34,322,CRITICAL
83,0.49,345,NORMAL
49,0.82,327,NORMAL
72,0.55,256,CRITICAL
38,0.38,288,NORMAL
60,0.97,266,NORMAL
55,0.57,349,NORMAL
68,0.8,292,NORMAL
81,0.54,297,NORMAL
47,0.8,306,CRITICAL
58,0.83,278,NORMAL
68,0.71,304,NORMAL
68,0.57,285,NORMAL
47,0.67,336,NORMAL
70,0.34,273,WARNING
59,0.92,281,NORMAL
56,0.92,266,CRITICAL
60,0.82,335,NORMAL
79,0.41,287,NORMAL
47,0.64,280,NORMAL
59,0.67,320,NORMAL
78,0.86,321,NORMAL
81,0.97,254,CRITICAL
75,1.02,265,NORMAL
68,0.55,345,NORMAL
85,0.43,272,NORMAL
52,0.58,255,NORMAL
53,1.04,316,NORMAL
62,0.72,277,NORMAL
41,0.65,276,NORMAL
65,1.06,343,WARNING
39,0.35,261,NORMAL
57,1.04,250,NORMAL
47,0.55,327,NORMAL
83,0.63,253,NORMAL
53,0.88,295,NORMAL
57,0.36,297,CRITICAL
45,1.18,325,NORMAL
52,0.47,293,NORMAL
65,1.05,304,NORMAL
48,0.73,291,NORMAL
48,0.6,275,WARNING
76,0.43,323,NORMAL
58,0.44,272,NORMAL
84,0.22,333,NORMAL
69,1.16,319,NORMAL
80,0.46,346,NORMAL
52,0.59,271,CRITICAL
49,1.05,314,NORMAL
43,0.5,290,NORMAL
63,0.85,349,NORMAL
47,0.64,260,WARNING
67,0.83,292,WARNING
49,0.97,268,NORMAL
77,0.51,255,NORMAL
59,0.35,284,WARNING
40,0.4,334,NORMAL
85,0.6,350,CRITICAL
40,0.54,275,NORMAL
71,1.13,326,NORMAL
68,1.19,252,NORMAL
65,1.17,263,NORMAL
41,1.16,279,WARNING
84,0.73,279,WARNING
82,1.01,285,NORMAL
40,0.76,303,NORMAL
51,0.87,334,NORMAL
52,0.87,257,WARNING
65,0.32,260,CRITICAL
74,0.82,252,CRITICAL
61,0.53,303,NORMAL
68,0.26,326,CRITICAL
58,0.67,339,WARNING
57,1.2,252,CRITICAL
40,0.86,341,NORMAL
66,0.67,273,CRITICAL
58,1.03,308,NORMAL
52,1.18,343,NORMAL
79,0.53,327,NORMAL
67,0.65,270,NORMAL
63,1.1,285,NORMAL
83,1.14,262,NORMAL
36,0.42,295,NORMAL
78,0.52,315,NORMAL
61,0.39,303,NORMAL
80,0.63,290,NORMAL
37,0.98,347,NORMAL
54,0.85,283,WARNING
55,0.42,324,NORMAL
35,0.51,290,NORMAL
39,0.28,335,CRITICAL
37,1.11,258,NORMAL
77,0.68,336,CRITICAL
41,1.1,306,NORMAL
61,0.88,288,NORMAL
53,0.29,284,NORMAL
37,0.9,331,NORMAL
85,0.9,307,NORMAL
45,0.53,329,NORMAL
41,0.48,315,NORMAL
72,0.46,261,CRITICAL
78,1.0,300,NORMAL
64,0.68,274,CRITICAL
45,0.91,285,NORMAL
75,1.03,326,NORMAL
62,0.48,301,CRITICAL
46,0.47,292,NORMAL
69,1.09,294,NORMAL
64,0.39,269,NORMAL
50,0.3,312,NORMAL
67,0.79,273,CRITICAL
76,0.6,344,WARNING
50,0.46,293,NORMAL
71,0.48,264,NORMAL
66,0.33,280,NORMAL
37,0.62,304,NORMAL
79,0.45,278,NORMAL
82,0.48,259,WARNING
69,0.78,267,NORMAL
37,0.42,252,NORMAL
80,0.71,271,WARNING
71,0.75,271,WARNING
43,0.87,325,NORMAL
39,0.53,252,CRITICAL
50,0.34,342,NORMAL
60,0.46,291,NORMAL
60,1.13,338,WARNING
37,1.03,338,WARNING
81,1.01,321,WARNING
60,1.01,314,WARNING
72,0.35,271,NORMAL
74,0.3,259,NORMAL
59,0.97,251,NORMAL
72,0.77,346,NORMAL
64,0.26,332,NORMAL
47,0.29,291,NORMAL
63,0.34,306,NORMAL
58,0.75,312,NORMAL
64,1.01,325,NORMAL
83,0.73,322,NORMAL
65,0.45,346,NORMAL
47,0.71,259,CRITICAL
70,0.87,251,NORMAL
80,1.14,250,NORMAL
45,0.8,328,NORMAL
78,0.33,264,NORMAL
84,0.29,302,CRITICAL
41,0.52,255,NORMAL
62,0.83,268,WARNING
45,0.33,304,NORMAL
58,0.63,303,NORMAL
75,0.84,321,WARNING
67,1.18,251,NORMAL
77,1.01,261,NORMAL
77,0.26,311,NORMAL
79,0.33,255,NORMAL
68,0.25,279,NORMAL
63,0.31,261,CRITICAL
51,1.13,318,CRITICAL
71,1.11,347,NORMAL
39,0.68,306,WARNING
57,0.78,330,NORMAL
37,0.55,267,NORMAL
81,0.58,279,NORMAL
71,0.68,270,NORMAL
64,0.56,308,NORMAL
78,0.69,258,NORMAL
81,1.19,307,NORMAL
78,0.52,265,WARNING
43,1.12,301,NORMAL
44,1.14,255,NORMAL
68,0.36,324,WARNING
61,0.37,343,NORMAL
46,0.96,309,NORMAL
79,0.25,332,NORMAL
68,0.88,294,WARNING
47,0.39,284,WARNING
57,0.97,303,NORMAL
82,0.68,308,NORMAL
57,0.45,278,NORMAL
38,1.17,281,NORMAL
81,0.22,306,NORMAL
78,0.64,341,WARNING
78,1.06,323,WARNING
67,0.35,330,NORMAL
64,1.16,337,NORMAL
47,0.75,259,NORMAL
76,1.02,322,NORMAL
43,1.08,261,NORMAL
70,0.65,258,NORMAL
69,0.65,346,NORMAL
80,0.9,268,NORMAL
71,1.2,282,NORMAL
39,0.97,275,NORMAL
75,1.2,314,CRITICAL
73,0.86,314,WARNING
58,0.92,292,NORMAL
55,0.33,344,NORMAL
57,0.41,282,NORMAL
35,0.74,279,NORMAL
59,0.33,342,NORMAL
75,0.56,285,NORMAL
85,0.24,346,NORMAL
47,0.3,300,CRITICAL
42,0.98,269,NORMAL
52,0.67,280,NORMAL
